tendencia;claseterapeutica;corporacion;producto;fechalanzamiento;presentacion;moleculan1;fecini;fecend;tipo
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;FERVAL;2003-09-01;FERVAL TABL 50;HIERRO FUMARATO;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;PROTEIN-APOTEX;HIER/AC FO/CIA GI;2011-06-01;HIER/AC FO/CIA GI TABL 30;ACIDO FOLICO + CIANOCOBALAMINA + HIERRO;2016-04-01;2016-08-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;PROTEIN-APOTEX;HIER/AC FO/CIA GI;2011-06-01;HIER/AC FO/CIA GI TABL 30;ACIDO FOLICO + CIANOCOBALAMINA + HIERRO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;DIALELI-AF;2004-02-01;DIALELI-AF TABL 5 MG /200 60;ACIDO FOLICO + HIERRO FUMARATO;2015-04-01;2015-08-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;DIALELI-AF;2004-02-01;DIALELI-AF TABL 5 MG /200 60;ACIDO FOLICO + HIERRO FUMARATO;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;DIALELI-AF;2004-02-01;DIALELI-AF TABL 5 MG /200 60;ACIDO FOLICO + HIERRO FUMARATO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;DIALELI-AF;2004-02-01;DIALELI-AF TABL 5 MG /200 60;ACIDO FOLICO + HIERRO FUMARATO;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;DIALELI-AF;2004-02-01;DIALELI-AF TABL 5 MG /200 60;ACIDO FOLICO + HIERRO FUMARATO;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA COMPLEX;2002-02-01;FERRANINA COMPLEX GRAG 30;ACIDO FOLICO + HIERRO + TIAMINA;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA COMPLEX;2002-02-01;FERRANINA COMPLEX GRAG 30;ACIDO FOLICO + HIERRO + TIAMINA;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA COMPLEX;2002-02-01;FERRANINA COMPLEX GRAG 30;ACIDO FOLICO + HIERRO + TIAMINA;2016-04-01;2016-08-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA COMPLEX;2002-02-01;FERRANINA COMPLEX GRAG 30;ACIDO FOLICO + HIERRO + TIAMINA;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FUM.FERROSO G.I DE;2013-12-01;FUM.FERROSO G.I DE TABL 200 MG 70;HIERRO FUMARATO;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FUM.FERROSO G.I DE;2013-12-01;FUM.FERROSO G.I DE TABL 200 MG 70;HIERRO FUMARATO;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;I.Q.F.A.;FUMAVIT;2003-01-01;FUMAVIT TABL 200 MG 50;HIERRO FUMARATO;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;I.Q.F.A.;FUMAVIT;2003-01-01;FUMAVIT TABL 200 MG 50;HIERRO FUMARATO;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;PISA;GLIRRON;2015-01-01;GLIRRON AMP 100 MG 1 5 ML;SACARATO FERRICO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;PISA;GLIRRON;2015-01-01;GLIRRON AMP 100 MG 1 5 ML;SACARATO FERRICO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;PISA;GLIRRON;2015-01-01;GLIRRON AMP 100 MG 1 5 ML;SACARATO FERRICO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;PISA;GLIRRON;2015-01-01;GLIRRON AMP 100 MG 1 5 ML;SACARATO FERRICO;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;ULTRA LABORATORIOS;YEMIFER-HE;2006-12-01;YEMIFER-HE TABL 30;ACIDO FOLICO + HIERRO FUMARATO;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;ULTRA LABORATORIOS;YEMIFER-HE;2006-12-01;YEMIFER-HE TABL 30;ACIDO FOLICO + HIERRO FUMARATO;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;GRIN;FERROGRIN;2002-07-01;FERROGRIN GRAG 40;COMPLEJO VITAMINA B + HIERRO FUMARATO + NICOTINAMIDA;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;RAGAR;FUM. FERROSO G.I R;2011-04-01;FUM. FERROSO G.I R TABL 200 MG 50;HIERRO FUMARATO;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;RAGAR;FUM. FERROSO G.I R;2011-04-01;FUM. FERROSO G.I R TABL 200 MG 50;HIERRO FUMARATO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;RAGAR;FUM. FERROSO G.I R;2011-04-01;FUM. FERROSO G.I R TABL 200 MG 50;HIERRO FUMARATO;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;CRONAVIT;2005-10-01;CRONAVIT SOL 25 ML;MULTIVITAMINICO;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;CRONAVIT;2005-10-01;CRONAVIT SOL 25 ML;MULTIVITAMINICO;2015-08-01;2015-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;DEGORTS;CRONAVIT;2005-10-01;CRONAVIT SOL 25 ML;MULTIVITAMINICO;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FUM.FERROSO G.I DE;2011-04-01;FUM.FERROSO G.I DE SUSP 120 ML;HIERRO FUMARATO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;TOCOGINO;IRONDEX;2005-11-01;IRONDEX AMP 100 MG 4 2 ML;COMPLEJO DE HIERRO DEXTRAN;2016-04-01;2016-08-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;TOCOGINO;IRONDEX;2005-11-01;IRONDEX AMP 100 MG 4 2 ML;COMPLEJO DE HIERRO DEXTRAN;2017-12-01;2018-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TOCOGINO;IRONDEX;2005-11-01;IRONDEX AMP 100 MG 4 2 ML;COMPLEJO DE HIERRO DEXTRAN;2018-04-01;2018-08-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ARLEX;FUM.FERROSO G.I AR;2010-09-01;FUM.FERROSO G.I AR TABL 200 MG 50;HIERRO FUMARATO;2015-08-01;2015-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;ARLEX;FUM.FERROSO G.I AR;2010-09-01;FUM.FERROSO G.I AR TABL 200 MG 50;HIERRO FUMARATO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FUM.FERROSO G.I DE;2009-03-01;FUM.FERROSO G.I DE TABL 200 MG 50;HIERRO FUMARATO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FUM.FERROSO G.I DE;2009-03-01;FUM.FERROSO G.I DE TABL 200 MG 50;HIERRO FUMARATO;2018-04-01;2018-08-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;PIERRE FABRE;TARDYFERON FOL;2006-07-01;TARDYFERON FOL GRAG 30;ACIDO FOLICO + HIERRO SULFATO;2015-08-01;2015-12-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;ALPHARMA;HIERRO/AC FOL GI A;2016-07-01;HIERRO/AC FOL GI A TABL 100 MG /350 30;ACIDO FOLICO + HIERRO POLIMALTOSADO;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;VICTORY ENTERPRISE;ANSOF;2012-05-01;ANSOF TABL 200 MG 30;HIERRO SULFATO;2015-08-01;2015-12-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;TAKEDA;RENEGY;2013-12-01;RENEGY AMP 500 MG /ML 10 ML;CARBOXIMALTOSA FERRICA;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;GENOMA LAB INT;FUM FERROSO GI MMN;2009-08-01;FUM FERROSO GI MMN TABL 200 MG 50;HIERRO FUMARATO;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;UNIPHARM;INTRAFER TF;2008-06-01;INTRAFER F-800 CAPS 30;ACIDO FOLICO + CIANOCOBALAMINA + HIERRO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;RAGAR;FUM. FERROSO G.I R;2006-07-01;FUM. FERROSO G.I R SUSP 120 ML;HIERRO FUMARATO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;RAGAR;FUM. FERROSO G.I R;2006-07-01;FUM. FERROSO G.I R SUSP 120 ML;HIERRO FUMARATO;2018-12-01;2019-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;STREGER;SULFATO FERROSO;1900-12-01;SULFATO FERROSO GRAG. 300 MG 50;HIERRO SULFATO;2014-08-01;2014-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;STREGER;SULFATO FERROSO;1900-12-01;SULFATO FERROSO GRAG. 300 MG 50;HIERRO SULFATO;2014-12-01;2015-04-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;STREGER;SULFATO FERROSO;1900-12-01;SULFATO FERROSO GRAG. 300 MG 50;HIERRO SULFATO;2018-12-01;2019-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;QUIMICA SON S;EXORVIN;2004-09-01;EXORVIN SOLN 240 ML;ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL;2014-04-01;2014-08-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;QUIMICA SON S;EXORVIN;2004-09-01;EXORVIN SOLN 240 ML;ACIDO ASCORBICO + ERGOCALCIFEROL + RETINOL;2015-08-01;2015-12-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;TEVA CORPORACION;NIFEDREX;2014-02-01;NIFEDREX AMP 3 2 ML;COMPLEJO HIERRO DEXTRAN;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;TEVA CORPORACION;NIFEDREX;2014-02-01;NIFEDREX AMP 3 2 ML;COMPLEJO HIERRO DEXTRAN;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;TEVA CORPORACION;HIERRO DEXTR GI IN;2015-01-01;HIERRO DEXTR GI IN AMP 100 MG 3 2 ML;COMPLEJO HIERRO DEXTRAN;2014-12-01;2015-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TEVA CORPORACION;HIERRO DEXTR GI IN;2015-01-01;HIERRO DEXTR GI IN AMP 100 MG 3 2 ML;COMPLEJO HIERRO DEXTRAN;2016-04-01;2016-08-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;LOREN, S.A. DE C.V.;FERLOR A.F.;2005-11-01;FERLOR A.F. TABL 30;ACIDO FOLICO + HIERRO FUMARATO;2018-08-01;2018-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;BIORESEARCH;FUM.FERROSO G.I BI;2004-02-01;FUM.FERROSO G.I BI SOLN 145 MG 120 ML;HIERRO FUMARATO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;UNIPHARM;INTRAFER;2006-02-01;INTRAFER CAPS 30;ACIDO FOLICO + HIERRO;2016-04-01;2016-08-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;LIFERPAL;FERNADIN;2005-05-01;FERNADIN TABL 200 MG 50;HIERRO FUMARATO;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;LIFERPAL;FERNADIN;2005-05-01;FERNADIN TABL 200 MG 50;HIERRO FUMARATO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;LIFERPAL;FERNADIN;2005-05-01;FERNADIN TABL 200 MG 50;HIERRO FUMARATO;2017-12-01;2018-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA FOL;1991-09-01;FERRANINA FOL GRAG. 30;ACIDO FOLICO + HIERRO POLIMALTOSADO;2015-08-01;2015-12-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA FOL;1991-09-01;FERRANINA FOL GRAG. 30;ACIDO FOLICO + HIERRO POLIMALTOSADO;2016-04-01;2016-08-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;SIEGFRIED-MED;FER-IN-SOL;2014-07-01;FER-IN-SOL SOL PED 75 MG /ML 50 ML;HIERRO SULFATO;2016-04-01;2016-08-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;CROFERRON;2007-02-01;CROFERRON CPR 50;HIERRO FUMARATO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;SANOFI CORP;HIERRO DEXTR.KENDR;1999-05-01;HIERRO DEXTR.KENDR A.IM 100 MG 3 2 ML;COMPLEJO HIERRO DEXTRAN;2015-08-01;2015-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;SANOFI CORP;HIERRO DEXTR.KENDR;1999-05-01;HIERRO DEXTR.KENDR A.IM 100 MG 3 2 ML;COMPLEJO HIERRO DEXTRAN;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;SANOFI CORP;HIERRO DEXTR.KENDR;1999-05-01;HIERRO DEXTR.KENDR A.IM 100 MG 3 2 ML;COMPLEJO HIERRO DEXTRAN;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;SANOFI CORP;HIERRO DEXTR.KENDR;1999-05-01;HIERRO DEXTR.KENDR A.IM 100 MG 3 2 ML;COMPLEJO HIERRO DEXTRAN;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;BAUSCH HEALTH;HIRDEX-TEC;2010-05-01;HIRDEX-TEC AMP 100 MG /2ML 3;COMPLEJO HIERRO DEXTRAN;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;BAUSCH HEALTH;HIRDEX-TEC;2010-05-01;HIRDEX-TEC AMP 100 MG /2ML 3;COMPLEJO HIERRO DEXTRAN;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;BIOMEP S.A. DE C.V.;HIERROFOL;2014-03-01;HIERROFOL TABL 180 MG 30;ACIDO FOLICO + HIERRO;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;VENOFERRUM;1994-02-01;VENOFERRUM A.IV 100 MG 5 ML;SACARATO FERRICO;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ITALMEX;DUNOXSOL;2015-08-01;DUNOXSOL SOL FCO 5 % 100 ML;HIERRO POLIMALTOSADO;2015-08-01;2015-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ITALMEX;DUNOXSOL;2015-08-01;DUNOXSOL SOL FCO 5 % 100 ML;HIERRO POLIMALTOSADO;2016-04-01;2016-08-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;MAVI;EUR-FER-SOL;2010-12-01;EUR-FER-SOL GOTAS 125 MG 15 ML;HIERRO SULFATO;2015-04-01;2015-08-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;MAVI;EUR-FER-SOL;2010-12-01;EUR-FER-SOL GOTAS 125 MG 15 ML;HIERRO SULFATO;2016-04-01;2016-08-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ITALMEX;DUNOX PRO;2013-02-01;DUNOX PRO TABL 100 MG /800 30;ACIDO FOLICO + HIERRO POLIMALTOSADO;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ITALMEX;DUNOX PRO;2013-02-01;DUNOX PRO TABL 100 MG /800 30;ACIDO FOLICO + HIERRO POLIMALTOSADO;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ITALMEX;DUNOXSOL;2015-08-01;DUNOXSOL SOL GTS 5 % 20 ML;HIERRO POLIMALTOSADO;2015-08-01;2015-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ITALMEX;DUNOXSOL;2015-08-01;DUNOXSOL SOL GTS 5 % 20 ML;HIERRO POLIMALTOSADO;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;PISA;DOCETAXEL;2014-11-01;DOCETAXEL AMP 20 MG 1 1.5 ML;DOCETAXEL;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;1998-05-01;NAVELBINE V.IV C/SOLV. 10 MG 1 ML;VINORELBINA;2014-04-01;2014-08-01;lanzamiento
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;1998-05-01;NAVELBINE V.IV C/SOLV. 10 MG 1 ML;VINORELBINA;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;1998-05-01;NAVELBINE V.IV C/SOLV. 10 MG 1 ML;VINORELBINA;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;1998-05-01;NAVELBINE V.IV C/SOLV. 10 MG 1 ML;VINORELBINA;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;ASOFARMA;ASODOC;2013-06-01;ASODOC AMP 20 MG 1 1.5 ML;DOCETAXEL;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ASOFARMA;ASODOC;2013-06-01;ASODOC AMP 20 MG 1 1.5 ML;DOCETAXEL;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ASOFARMA;ASODOC;2013-06-01;ASODOC AMP 20 MG 1 1.5 ML;DOCETAXEL;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;ASOFARMA;ASODOC;2013-06-01;ASODOC AMP 20 MG 1 1.5 ML;DOCETAXEL;2018-12-01;2019-04-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;2005-03-01;NAVELBINE CAPS ORAL 30 MG 1;VINORELBINA;2016-04-01;2016-08-01;BAJA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;2005-03-01;NAVELBINE CAPS ORAL 30 MG 1;VINORELBINA;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;2005-03-01;NAVELBINE CAPS ORAL 30 MG 1;VINORELBINA;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;PIERRE FABRE;NAVELBINE;2005-03-01;NAVELBINE CAPS ORAL 30 MG 1;VINORELBINA;2017-08-01;2017-12-01;lanzamiento
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;NOVARTIS CORP.;PROSAGLIC;2019-01-01;PROSAGLIC AMP 80 MG /8ML 1;DOCETAXEL;2018-12-01;2019-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;TEVA CORPORACION;PRAXEL;2005-03-01;PRAXEL V.IV 30 MG 10 5 ML;PACLITAXEL;2018-08-01;2018-12-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ZURICH PHARMA;ZURIXOL;2014-07-01;ZURIXOL AMP 80 MG 1;DOCETAXEL;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;ZURICH PHARMA;ZURIXOL;2014-07-01;ZURIXOL AMP 80 MG 1;DOCETAXEL;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;TEVA CORPORACION;ETOPOS;2000-07-01;ETOPOS AMP 100 MG 10 5 ML;ETOPOSIDO;2014-12-01;2015-04-01;lanzamiento
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;TEVA CORPORACION;ETOPOS;2000-07-01;ETOPOS AMP 100 MG 10 5 ML;ETOPOSIDO;2015-12-01;2016-04-01;BAJA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ZURICH PHARMA;ZURISAR;2014-07-01;ZURISAR AMP 100 MG 1 5 ML;IRINOTECAN;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ZURICH PHARMA;BLESTINIB;2015-02-01;BLESTINIB AMP 10 MG 1;VINBLASTINA;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ZURICH PHARMA;BLESTINIB;2015-02-01;BLESTINIB AMP 10 MG 1;VINBLASTINA;2018-12-01;2019-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;PISA;OFOXEL;2010-01-01;OFOXEL AMP 30 MG 5 ML;PACLITAXEL;2018-12-01;2019-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;CELGENE EUROPE LTD;ABRAXUS;2017-09-01;ABRAXUS AMP 100 MG 1;PACLITAXEL;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;CELGENE EUROPE LTD;ABRAXUS;2017-09-01;ABRAXUS AMP 100 MG 1;PACLITAXEL;2018-12-01;2019-04-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;BRISTOL MYERS SQUIBB;BRISTAXOL;1995-08-01;BRISTAXOL VIAL 30 MG 5 ML;PACLITAXEL;2014-08-01;2014-12-01;lanzamiento
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;BRISTOL MYERS SQUIBB;BRISTAXOL;1995-08-01;BRISTAXOL VIAL 30 MG 5 ML;PACLITAXEL;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;BRISTOL MYERS SQUIBB;BRISTAXOL;1995-08-01;BRISTAXOL VIAL 30 MG 5 ML;PACLITAXEL;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;SANFER CORP.;BRESTABINA;2014-07-01;BRESTABINA AMP 80 MG 1;DOCETAXEL;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;SANFER CORP.;BRESTABINA;2014-07-01;BRESTABINA AMP 80 MG 1;DOCETAXEL;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ACCORD FARMA;ACOEXCEL;2008-11-01;ACOEXCEL AMP 30 MG 5 ML;PACLITAXEL;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ACCORD FARMA;ACOEXCEL;2008-11-01;ACOEXCEL AMP 30 MG 5 ML;PACLITAXEL;2017-12-01;2018-04-01;BAJA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;SANFER CORP.;ETONIRI;2009-11-01;ETONIRI INY 100 MG 5 ML;IRINOTECAN;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ZURICH PHARMA;ZURIXOL;2014-07-01;ZURIXOL AMP 20 MG 1;DOCETAXEL;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ACCORD FARMA;ACOEXCEL;2008-11-01;ACOEXCEL AMP 300 MG 50 ML;PACLITAXEL;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;ACCORD FARMA;ACOEXCEL;2008-11-01;ACOEXCEL AMP 300 MG 50 ML;PACLITAXEL;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ACCORD FARMA;ACOEXCEL;2008-11-01;ACOEXCEL AMP 300 MG 50 ML;PACLITAXEL;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ACCORD FARMA;ACOEXCEL;2008-11-01;ACOEXCEL AMP 300 MG 50 ML;PACLITAXEL;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;ACCORD FARMA;CAVEP;2018-06-01;CAVEP AMP 100 MG /5ML 10 12.5 ML;ETOPOSIDO;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;COLUMBIA CORP;VINTEC;1994-08-01;VINTEC VIAL  LIOF 1 MG 10 ML;VINCRISTINA;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;COLUMBIA CORP;VINTEC;1994-08-01;VINTEC VIAL  LIOF 1 MG 10 ML;VINCRISTINA;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;COLUMBIA CORP;VINTEC;1994-08-01;VINTEC VIAL  LIOF 1 MG 10 ML;VINCRISTINA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;L01C  ANTINEOPLASICOS ORIG PLA;COLUMBIA CORP;VINTEC;1994-08-01;VINTEC VIAL  LIOF 1 MG 10 ML;VINCRISTINA;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;L01C  ANTINEOPLASICOS ORIG PLA;PISA;TOSUBEN;2005-02-01;TOSUBEN V. IV 100 MG 10 5 ML;ETOPOSIDO;2017-08-01;2017-12-01;ALTA, por demanda
